0,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
134,Mattawa,2000,85,Mattawa,,P.O. Box 920,P0H1V0,Mattawa,370 pine St.,http://users.efni.com/~mplibrary/,Public or Union Library,2332,1049,1527,743,01/01/2000,12/31/2000,OLS-N,9326,0,Surplus,5334,65000,3055,35254,0,6763,0,0,115406,0,0,0,0,0,4000,450,54570,900,5000,2000,1397,2870,0,0,0,0,71187,0,25,10,0,210,10,0,1,0,0,3,0,0,15,0,0,402,183,0,402,183,0,0,0,0,0,0,0,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,1,0,1,0,2,57,1,16,0,0,1,12,0,0,9,9,0,9,No,,0,1,44,0,0,0,0,0,0,0,0,0,111849,175,30,226,0,250,90,2393,880,450,0,0,150,8,150,45
20,Mattice-Val Cote,2000,81,Mattice-Val Cote,,S.P. 129,P0L1T0,Mattice,500 Route 11,www.olsn.ca/mattice-valcote/,Public or Union Library,877,397,0,0,01/01/2000,12/31/2000,OLS-N,442,875,Surplus,2395,25822,0,20267,4280,684,0,446,53894,0,0,0,0,0,3788,0,29100,0,867,1117,0,16200,0,0,0,884,51956,0,15,45,0,68,148,0,0,0,0,2,7,0,2,7,0,7062,11035,0,7062,11040,0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,5,3,6,6,5,0,6,No,,0,1,22,0,0,0,0,0,0,1,3,0,8361,43,346,74,0,80,0,170,24,14,0,0,6,2,40,2
199,McGarry Twp,2000,90,McGarry Twp,,P.O. Box 250,P0K1X0,Virginiatown,"1, 27th Street",www.olsn.ca/mcgarry,Public or Union Library,965,482,0,0,01/01/2000,12/31/2000,OLS-N,630,-813,Deficit,2699,36319,0,16713,4894,1565,0,151,62341,0,0,0,0,0,2653,0,27073,156,10332,899,8125,9050,0,0,0,3061,61349,0,62,17,0,231,119,0,0,0,0,62,5,0,62,5,0,11709,0,0,12000,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,1,6,0,0,5,4,0,4,No,,0,1,15,0,0,0,0,0,0,0,0,0,6000,0,0,229,0,229,0,104,50,45,0,0,15,4,100,40
406,M'Chigeeng FN,2000,83,M'Chigeeng FN,,P.O. Box 331,P0P1G0,M'Chigeeng First Nation,#18 Lakeview Drive,karenm@lakeviewschool.ca,First Nations Library,985,0,0,0,04/01/2000,03/31/2001,OLS-N,215,0,Nil,3087,20977,0,21896,0,0,0,0,45960,0,0,0,0,0,2938,0,29346,0,0,720,0,500,0,0,0,0,33504,0,20,0,0,242,0,0,0,0,0,20,0,0,20,0,0,7362,0,0,7362,0,0,21,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,No,,0,1,40,0,0,0,0,0,0,0,0,0,7730,560,8000,25,0,25,0,148,40,20,0,0,32,10,220,0
200,McKellar Twp,2000,86,McKellar Twp,,P.O. Box 10,P0G1C0,McKellar,#701  Highway 124,www.mckellarpubliclibrary.on.ca,Public or Union Library,864,1287,0,0,01/01/2000,12/31/2000,OLS-N,507,1241,Surplus,6421,10140,0,1346,0,1660,3000,0,22567,0,0,0,0,0,4182,0,11201,0,4025,780,0,1039,9000,0,0,0,30227,0,40,0,0,76,0,0,1,0,0,0,0,0,0,0,0,4064,0,0,4064,0,0,5,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,7,0,0,0,0,1,2,2,2,0,2,Yes,Athena,0,1,14,0,0,0,0,0,0,0,0,0,4038,0,0,135,0,135,132,53,33,219,0,0,40,0,54,0
201,"McMurrich/Monteith, the Corporation of the Township of",2000,86,"McMurrich/Monteith, the Corporation of the Township of",,P.O. Box 70,P0A1Y0,Sprucedale,31 William St,www.mcmurrichmonteith.com,Contracting Municipality,622,731,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,2589,0,0,0,0,0,0,0,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589,0,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Meaford,2000,47,Meaford,Georgian Highlands (renamed Meaford),15 Trowbridge Street West,N4L1V4,Meaford,,www.meafordlibrary.on.ca,Public or Union Library,4399,2155,2337,1313,01/01/2000,12/31/2000,SOLS,3294,-594,Deficit,10084,67774,35000,28911,10476,9642,25848,0,187735,0,0,6927,0,6927,522,500,105320,1161,13710,2127,756,38855,0,0,0,25285,188236,6927,62,10,0,90,10,0,1,0,0,7,0,0,7,0,0,25300,222,0,25580,222,0,3,0,0,3,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,28,0,0,2,38,32,96,7,7,0,4,No,,0,1,33,0,0,0,0,0,0,0,0,0,53036,32,1305,348,384,373,622,1155,62,136,0,0,74,65,617,0
331,Melancthon Twp,2000,43,Melancthon Twp,,"157101 Highway 10, R.R. #6",L0N1S9,Shelburne,157101 Highway No 10,www.melancthontownship.ca,Contracting Municipality,2360,1004,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,4452,19108,0,0,0,0,0,0,23560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23560,0,23560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Merrickville-Wolford,2000,56,Merrickville-Wolford,Village of Merrickville-Wolford,P.O. Box 460,K0G1N0,Merrickville,446 Main Street West,www.merrickvillelibrary.ca,Public or Union Library,2501,1151,1103,364,01/01/2000,12/31/2000,SOLS,0,0,Nil,5096,36000,3684,8896,3593,1319,0,1622,60210,0,0,0,0,0,9199,512,29294,86,5573,622,0,9345,0,0,0,1132,55763,0,409,0,0,723,0,0,1,0,0,13,0,0,13,0,0,14167,204,0,14303,204,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,1,2,3,6,3,2,0,3,No,,0,1,18.5,0,0,0,0,0,0,0,0,0,19706,64,1211,407,31,434,43,465,149,30,1,0,45,2,231,5
464,Michipicoten FN,2000,80,Michipicoten FN,,"P.O. Box , Site 8, RR#1",P0S1K0,Wawa,107 Hiawatha Drive,www.michipicoten.com,First Nations Library,73,0,0,0,01/01/2000,12/31/2000,OLS-N,78,0,Nil,0,0,0,22232,0,0,0,0,22232,0,0,0,0,0,1450,0,19100,200,5400,600,800,600,0,0,0,0,28150,0,8,2,3,9,2,3,0,0,0,0,0,0,0,0,0,400,0,0,871,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,6,6,0,6,No,,0,1,25,0,0,0,0,0,0,0,0,0,2000,13,104,0,0,0,0,40,30,50,0,0,9,0,61,0
205,Middlesex County,2000,59,Middlesex County,,399 Ridout Street North,N6A2P1,London,,www.middlesex.library.on.ca,"County, County co-operative or Regional Municipality Library",62355,22907,0,0,01/01/2000,12/31/2000,SOLS,15753,-56927,Deficit,134047,1506294,0,186436,28619,40460,0,0,1895856,0,0,0,0,0,253975,2466,940982,21222,317750,31087,0,125496,0,0,0,46780,1739758,0,4657,0,0,7789,0,0,2,0,0,0,0,0,0,0,0,106681,474,867,163514,735,883,0,0,0,0,0,0,152,0,0,1,0,0,0,0,0,0,0,0,1100,0,0,35,4,3,1,3,0,1,17.5,0,0,4,15,37,555,70,30,45,40,45,0,Yes,DRA Multilis,0,1,35,10,291.5,8,49,0,0,8,24,0,340801,926,15372,1410,1537,3605,3097,7049,1005,643,178,0,1045,21,4593,90
22,Midland,2000,70,Midland,,320 King Street,L4R3M6,Midland,,www.midlandlibrary.com,Public or Union Library,16406,6747,4909,4451,01/01/2000,12/31/2000,SOLS,14408,48895,Surplus,29687,360524,46288,0,3453,15807,7797,0,463556,31482,72528,332547,5000,441557,66025,0,355743,4588,41983,4310,0,0,0,0,0,1674,474323,428127,838,0,0,1006,0,0,4,0,0,3,0,0,12,0,0,42419,0,0,46237,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,3,0,0,0,2,70,3,105,1,24,4,93,1,2,12,8,4,4,Yes,Winnebago,0,1,59,0,0,0,0,0,0,0,0,0,148452,218,4823,2266,850,4045,1569,3204,643,108,17,0,324,0,1477,75
434,Milton,2000,14,Milton,,1010 Main St. East,L9T6H7,Milton,,www.mpl.on.ca,Public or Union Library,31406,10564,0,0,01/01/2000,12/31/2000,SOLS,20525,22876,Surplus,55704,1085298,0,1344,0,42009,13335,0,1197690,0,0,120000,0,120000,137232,5976,864309,6398,113112,5130,0,64277,0,0,0,24132,1220566,71871,2960,0,0,4912,0,0,0,0,0,15,0,0,17,0,0,81425,776,0,99871,821,0,0,0,0,0,0,0,869,0,0,2,0,0,0,0,0,0,0,0,1195,0,0,35,3,1,0,5,0,1,19,2,42,0,0,22,327,4,4,17,15,9,8,Yes,Dynix automated system,0,1,51,0,0,0,0,0,0,0,0,0,313831,275,5849,1969,1525,2121,2167,5817,1302,428,0,0,391,4,3179,0
206,Mississauga,2000,21,Mississauga,,301 Burnhamthorpe Road West,L5B3Y3,Mississauga,,www.mississauga.ca/library,Public or Union Library,574200,181681,0,0,01/01/2000,12/31/2000,SOLS,300000,0,Nil,715200,17753000,0,356970,150000,849600,0,0,19824770,0,0,2700000,0,2700000,2150000,150000,13554700,85000,1600000,50000,1200000,421970,0,0,0,613100,19824770,2700000,21820,10,0,45147,715,0,10,0,0,60,0,0,85,0,0,410000,15499,82810,1296463,15499,82810,1700,0,0,3191,0,0,1768,10,50,10,0,0,0,0,0,0,0,0,2500,0,0,35,64,0,0,178,0,10,200,0,0,0,0,216,3672,474,461,229,84,115,30,Yes,Dynix,0,1,72,13,737,0,0,83,57.5,0,0,1,6361376,3093,81530,1135,354,1272,798,124925,43569,5400,0,0,9629,25,64894,6875
459,Mississauga FN,2000,80,Mississauga FN,,P.O. Box 1299,P0R1B0,Blind River,148 Village Rd.,www.mississaugi.com,First Nations Library,834,0,0,0,04/01/2000,03/31/2001,OLS-N,189,-2687,Deficit,1307,5000,0,34582,0,0,0,0,40889,0,0,0,0,0,877,0,15400,743,48,300,859,17587,0,0,0,536,36350,0,2955,0,0,3133,0,0,0,0,0,5,0,0,5,0,0,2995,0,0,3173,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,6,6,0,6,No,,0,1,20,0,0,0,0,0,0,0,0,0,1800,6,91,2,0,2,0,36,3,30,0,0,5,1,26,0
210,Mississippi Mills,2000,55,Mississippi Mills,Corporation of the Town of Mississippi Mills,P.O. Box 820,K0A1A0,Almonte,155 High Street,searchmmpl.ca,Public or Union Library,10700,4284,0,0,01/01/2000,12/31/2000,SOLS,7030,0,Nil,31848,175767,0,3159,583,17556,0,0,228913,0,0,0,0,0,33565,688,155479,1552,16453,3249,0,288,0,0,24505,5724,241503,0,331,2,0,392,22,0,0,0,0,0,0,0,0,0,0,47386,662,0,47668,664,0,155,1,0,155,1,0,58,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35,1,0,0,1,0,0,0,0,0,0,0,5,100,35,31,8,3,4,1,Yes,Molli,0,1,35,1,17,0,0,0,0,0,0,0,94981,146,1595,1185,921,1305,1539,1817,2440,73,0,0,148,0,1128,70
408,Mohawks of Akwesasne FN,2000,71,Mohawks of Akwesasne FN,,P.O. Box 579,K6H5T3,Cornwall,"321 State Route 37, Akwesasne  N.Y. 13655",http://www.akwesasneculturalcenter.org,First Nations Library,7815,0,0,0,04/01/2000,03/31/2001,SOLS,4343,0,Nil,13055,0,0,37669,0,625,0,307344,358693,0,0,0,0,0,41225,3414,202310,5427,47371,4092,2864,46136,0,0,0,4464,357303,0,506,0,0,739,0,0,108,0,0,12,0,0,34,0,0,21056,0,0,21101,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,82.5,0,0,7,6,0,1,No,,0,1,62,0,0,0,0,5,12,0,0,1,23475,40,156,234,234,295,249,581,10,39,0,0,4,0,102,0
29,Mono,2000,43,Mono,Town of Mono,R.R. #1,L9W2Y8,Orangeville,347209 Mono Centre Road,http://www.townofmono.com,Contracting Municipality,6045,2352,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,10202,113646,0,0,0,0,0,0,123848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123848,0,123848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Montague Twp,2000,55,Montague Twp,,P.O. Box 755,K7A4W6,Smiths Falls,6547 Roger Stevens Drive,www.township.montague.on.ca,Contracting Municipality,3675,1213,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,6775,5506,0,0,0,0,0,0,12281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12281,0,12281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Moonbeam Twp,2000,81,Moonbeam Twp,,C.P. 370,P0L1V0,Moonbeam,"53,  Avenue St-Aubin",http://www.biblio.moonbeam.ca/,Public or Union Library,1181,978,0,0,01/01/2000,12/31/2000,OLS-N,0,158,Surplus,5058,47005,0,1360,0,2312,14161,985,70881,0,0,0,0,0,10917,455,39365,308,267,1318,0,7243,0,0,0,11299,71172,0,7,38,0,49,158,0,2,1,0,5,1,0,8,1,0,3298,15288,0,3347,15713,0,0,0,0,0,0,0,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,5,4,0,1,No,,0,1,30,0,0,0,0,0,0,0,0,0,28055,2,210,89,0,130,0,353,70,20,0,0,8,1,171,3
135,Morley Twp,2000,87,Morley Twp,,P.O. Box 40,P0W1N0,Stratton,11331 Highway #11,www.townshipofmorley.ca,Contracting Municipality,491,182,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,949,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Mulmur Twp,2000,43,Mulmur Twp,,R.R. #2,L0M1M0,Lisle,758070 2nd line east Terra Nova,www.mulmurtownship.ca,Contracting Municipality,2627,1374,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,6081,15516,0,0,0,0,0,0,21597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527,136,25663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Muskoka Lakes Twp,2000,33,Muskoka Lakes Twp,,P.O. Box 189,P0B1J0,Port Carling,69 Joseph Street,www.muskoka.com/library,Public or Union Library,5430,9135,0,0,01/01/2000,12/31/2000,SOLS,1956,4795,Surplus,49085,34000,0,0,2326,2916,0,2974,91301,0,0,0,7425,7425,17574,0,64057,130,10717,2178,0,718,0,0,0,3703,99077,0,2946,0,0,2992,0,0,0,0,0,4,0,0,8,0,0,49851,86,5,52795,86,5,3,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,73,0,0,5,5,0,5,No,,0,1,24,0,0,4,17,0,0,0,0,0,29953,6,472,4,0,6,0,255,23,15,15,0,33,0,190,0
214,Nairn & Hyman Twp,2000,88,Nairn & Hyman Twp,Township of Nairn and Hyman,64 McIntyre Street,P0M2L0,Nairn Centre,,www.nairncentre.ca,Contracting Municipality,403,288,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,1382,0,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Nakina Twp,2000,89,Nakina Twp,Greenstone,P.O. Box 300,P0T2H0,Nakina,216 North Street,http://nakina.lakeheadu.ca/~naklib/library/,Public or Union Library,700,327,0,0,01/01/2000,12/31/2000,OLS-N,426,48,Surplus,3784,29445,0,25067,4208,0,0,17287,79791,0,0,0,0,0,14495,499,34403,257,2443,1630,24095,0,0,0,0,1989,79811,0,135,38,0,370,190,0,0,0,0,45,10,0,45,10,0,17421,1865,105,17421,1865,105,0,0,0,0,0,0,11,2,0,2,0,0,0,0,0,0,0,0,1500,0,0,35,1,0,0,0,0,2,12,0,0,0,0,0,0,10,10,7,7,1,7,Yes,Winnebago,0,1,14,0,0,0,0,0,0,0,0,0,17917,4,88,140,0,165,0,537,121,115,0,0,45,5,305,10
217,Nanticoke,2000,12,Nanticoke,Haldimand County,P.O. Box 399,N0A1J0,Jarvis,2 Monson Street,,Public or Union Library,22000,9565,0,0,01/01/2000,12/31/2000,SOLS,16012,18868,Surplus,43776,506002,0,30784,6588,18864,0,0,606014,0,0,11052,0,11052,48727,0,443514,1013,109097,5547,0,5338,0,0,0,0,613236,11052,440,0,0,440,0,0,0,0,0,0,0,0,0,0,0,75750,302,612,76360,302,612,52,0,0,73,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4,0,1,0,0,0,2,35,1,20,11,154,9,55,14,14,0,10,Yes, Winnebago,0,0,0,4,144,0,0,0,0,0,0,0,144189,124,1718,1386,376,1421,781,2768,2010,436,73,0,566,62,2209,183
409,Naotkamegwanning FN,2000,82,Naotkamegwanning FN,,General Delivery,P0X1L0,Pawitik P.O. Pawitik,Naotkamegwanning-Northwest Angle Education Authority,wbnaea@kmts.ca,First Nations Library,915,0,0,0,04/01/2000,03/31/2001,OLS-N,759,0,Nil,1386,0,0,43983,0,0,0,0,45369,0,0,0,0,0,0,0,13000,872,0,0,0,514,0,0,0,0,14386,0,14,0,0,225,0,0,0,0,0,0,0,0,0,0,0,4959,0,0,4959,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,7,7,0,7,No,,0,1,20,0,0,0,0,0,0,0,0,0,18304,416,1100,8,0,8,0,406,676,115,0,0,5,5,142,142
442,Neebing,2000,89,Neebing,,4766 Hwy 61,P7L0B5,Neebing,4766 Hwy. 61 South,delma@neebing.org,Contracting Municipality,1850,1000,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,4992,0,0,0,0,0,0,0,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6448,0,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Nepean,2000,20,Nepean,Ottawa C,101 Centrepointe Drive,K2G5K7,Nepean,,www.library.nepean.on.ca,Public or Union Library,124000,43200,0,0,01/01/2000,12/31/2000,SOLS,0,0,Nil,179559,4286535,0,85291,1100,313104,0,0,4865589,0,0,0,0,0,653701,28324,3176217,2635,339456,21951,14277,99777,189364,83368,0,0,4609070,0,8025,600,0,16448,1222,0,4,0,0,3,0,0,3,0,0,161478,18111,0,309911,28137,0,237,0,0,634,0,0,431,17,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,1,0,12,0,2,56,11,180.5,0,0,63,829.5,102,132.7,64,37,31,2,Yes,Epixtech,0,1,64,3,184,0,0,0,0,0,0,0,1264644,982,31064,1209,1025,1551,1867,22884,5787,1428,0,0,2856,0,16217,4548
410,New Credit FN,2000,80,New Credit FN,,R.R. # 6,N0A1H0,Hagersville,"Blue #2789, 1st line, Mississauga Road, Hagersville, ON N0A 1H0",,First Nations Library,713,0,0,0,04/01/2000,03/31/2001,SOLS,293,0,Nil,2082,6000,0,49164,2875,749,0,0,60870,0,0,0,0,0,222,0,16205,1748,6000,1600,0,34906,0,0,0,790,61471,0,20,0,8,100,0,8,0,0,0,0,0,0,0,0,0,6970,0,0,7577,0,0,0,0,0,0,0,0,22,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,5,10,9,7,0,7,Yes,Microsoft Access Database,0,1,20,0,0,0,0,0,0,1,20,0,5269,12,324,0,0,0,0,212,178,102,0,0,48,35,259,0
96,New Liskeard,2000,90,New Liskeard,Temiskaming Shores Public Library,P.O. Box 668,P0J1P0,New Liskeard,50 Whitewood Avenue,www.nt.net/nlpl,Public or Union Library,4856,2197,3582,1469,01/01/2000,12/31/2000,OLS-N,3714,0,Nil,10596,139488,17538,0,2072,7610,0,55,177359,0,0,0,3251,3251,20891,0,120763,494,31853,3358,0,0,0,0,0,0,177359,3251,149,16,0,1017,27,0,0,0,0,15,1,0,18,1,0,22629,4642,0,22960,4642,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,55,4,76,1,8,5,2,2,3,Yes,Athena,0,1,51,0,0,0,0,0,0,0,0,0,80968,18,418,830,193,1000,350,1557,319,59,0,0,143,4,704,12
